country_code,region_name,iata,icao,airport,latitude,longitude
AE,Ash Shariqah,SHJ,OMSJ,Sharjah International Airport,25.33,55.52
AE,Abu Zaby,AZI,OMAD,Al Bateen Executive Airport,24.43,54.46
AE,Al Fujayrah,FJR,OMFJ,Fujairah International Airport,25.11,56.32
AE,Abu Zaby,XSB,OMBY,Sir Bani Yas Airport,24.28,52.58
AE,Ra's al Khaymah,RKT,OMRK,Ras Al Khaimah International Airport,25.61,55.94
AE,Dubayy,DWC,OMDW,Al Maktoum International Airport,24.9,55.16
AE,Abu Zaby,DHF,OMAM,Al Dhafra Air Base,24.25,54.55
AE,Abu Zaby,ZDY,OMDL,Dalma Airport,24.51,52.34
AE,Dubayy,DCG,,Dubai Creek Seaplane Base,25.24,55.33
AE,Abu Zaby,AYM,,Yas Island Seaplane Base,24.47,54.61
AE,Dubayy,DJH,,Jebel Ali Seaplane Base,24.99,55.02
AE,Ra's al Khaymah,RHR,,Al Hamra Seaplane Base,25.69,55.78
AE,Dubayy,DXB,OMDB,Dubai International Airport,25.25,55.36
AE,Abu Zaby,AAN,OMAL,Al Ain International Airport,24.26,55.61
AE,Dubayy,NHD,OMDM,Al Minhad Air Base,25.03,55.37
AE,Abu Zaby,AUH,OMAA,Abu Dhabi International Airport,24.43,54.65
AF,Farah,FAH,OAFR,Farah Airport,32.37,62.18
AF,Faryab,MMZ,OAMN,Maymana Airport,35.93,64.76
AF,Khost,OLR,OASL,Forward Operating Base Salerno,33.36,69.96
AF,Badakhshan,KWH,OAHN,Khwahan Airport,37.88,70.22
AF,Ghazni,SBF,OADS,Sardeh Band Airport,33.32,68.64
AF,Badghis,LQN,OAQN,Qala i Naw Airport,34.98,63.12
AF,Badakhshan,FBD,OAFZ,Fayzabad Airport,37.12,70.52
AF,Khost,KHT,OAKS,Khost Airfield,33.33,69.95
AF,Badakhshan,SGA,OASN,Sheghnan Airport,37.57,71.5
AF,Herat,HEA,OAHR,Herat International Airport,34.21,62.23
AF,Ghazni,GZI,OAGN,Ghazni Airport,33.53,68.41
AF,Bamyan,BIN,OABN,Bamyan Airport,34.82,67.82
AF,Kandahar,KDH,OAKN,Kandahar International Airport,31.51,65.85
AF,Helmand,DWR,OADY,Dwyer Airport,31.0,64.0
AF,Kabul,GRG,OAGZ,Gardez Airport,33.63,69.24
AF,Kunduz,UND,OAUZ,Kunduz Airport,36.67,68.91
AF,Helmand,BST,OABT,Bost Airport,31.56,64.36
AF,Kandahar,URZ,OARG,Uruzgan Airport,32.9,66.63
AF,Kandahar,TII,OATN,Tarinkot Airport,32.6,65.87
AF,Paktika,URN,OAOG,Urgun Airport,32.93,69.16
AF,Herat,ZAJ,OAZJ,Zaranj Airport,30.97,61.87
AF,Helmand,OAZ,OAZI,Camp Bastion Air Base,31.86,64.22
AF,Balkh,MZR,OAMS,Mazar-e Sharif International Airport,36.71,67.21
AF,Badakhshan,KUR,OARZ,Razer Airport,37.75,-89.02
AF,Takhar,TQN,OATQ,Taloqan Airport,36.77,69.53
AF,Ghor,CCN,OACC,Chaghcharan Airport,34.53,65.27
AF,Badakhshan,DAZ,OADZ,Darwaz Airport,38.46,70.88
AF,Nangarhar,JAA,OAJL,Jalalabad Airport,34.4,70.5
AF,Logar,OAA,OASH,Forward Operating Base Shank,33.92,69.08
AF,Herat,OAH,OASD,Shindand Air Base,33.39,62.26
AF,Parwan,OAI,OAIX,Bagram Airfield,34.95,69.26
AF,Paktika,OAS,OASA,Sharana Airstrip / Forward Operating Base Sharana,33.13,68.84
AF,Kabul,KBL,OAKB,Kabul International Airport,34.57,69.21
AG,Barbuda,BBQ,TAPH,Barbuda Codrington Airport,17.64,-61.83
AG,Saint George,ANU,TAPA,V. C. Bird International Airport,17.14,-61.79
AI,Anguilla,AXA,TQPF,Clayton J. Lloyd International Airport,18.2,-63.06
AM,Sirak,LWN,UDSG,Gyumri Shirak Airport,40.75,43.86
AM,Erevan,EVN,UDYZ,Zvartnots International Airport,40.15,44.4
AO,Moxico,LUO,FNUE,Luena Airport,-11.77,19.9
AO,Cunene,VPE,FNGI,Ondjiva Pereira Airport,-17.04,15.68
AO,Uige,UGO,FNUG,Uige Airport,-7.6,15.03
AO,Malange,KNP,FNCP,Kapanda Airport,-9.77,15.46
AO,Bie,SVP,FNKU,Kuito Airport,-12.4,16.95
AO,Zaire,ARZ,FNZE,N'zeto Airport,-7.26,12.86
AO,Kuando Kubango,CTI,FNCV,Cuito Cuanavale Airport,-15.16,19.16
AO,Namibe,MSZ,FNMO,Namibe Airport (Yuri Gagarin Airport),-15.26,12.15
AO,Zaire,SZA,FNSO,Soyo Airport,-6.14,12.37
AO,Huila,SDD,FNUB,Lubango Mukanka Airport,-14.92,13.58
AO,Kwanza Sul,PBN,FNPA,Porto Amboim Airport,-10.72,13.77
AO,Moxico,CAV,FNCZ,Cazombo Airport,-11.89,22.92
AO,Malange,MEG,FNMA,Malanje Airport,-9.53,16.31
AO,Moxico,GGC,,Lumbala N'guimbo Airport,-14.1,21.45
AO,Bengo,AZZ,FNAM,Ambriz Airport,-7.86,13.12
AO,Lunda Norte,LZM,FNLZ,Cuango-Luzamba Airport,-9.12,18.05
AO,Lunda Sul,VHC,FNSA,Henrique de Carvalho Airport,-9.69,20.43
AO,Lunda Norte,PGI,FNCH,Chitato Airport,-7.36,20.8
AO,Kuando Kubango,DRC,,Dirico Airport,-17.98,20.77
AO,Bie,ANL,,Andulo Airport,-11.47,16.71
AO,Lunda Norte,DUE,FNDU,Dundo Airport,-7.4,20.82
AO,Benguela,LLT,FNLB,Lobito Airport,-12.38,13.56
AO,Benguela,CBT,FNCT,Catumbela Airport,-12.48,13.49
AO,Kwanza Sul,NDD,FNSU,Sumbe Airport,-11.17,13.85
AO,Kwanza Sul,CEO,FNWK,Waco Kungo Airport,-11.43,15.1
AO,Kwanza Norte,NDF,,N'dalatando Airport,-9.28,14.98
AO,Huila,JMB,,Jamba Airport,-14.7,16.07
AO,Huambo,NOV,FNHU,Albano Machado Airport,-12.81,15.76
AO,Benguela,BUG,FNBG,Benguela Airport (Gen. V. Deslandes Airport),-12.61,13.4
AO,Lunda Norte,LBZ,FNLK,Lucapa Airport,-8.45,20.73
AO,Luanda,LAD,FNLU,Quatro de Fevereiro Airport,-8.86,13.23
AO,Lunda Norte,NZA,FNZG,Nzagi Airport,-7.72,21.36
AO,Cunene,XGN,FNXA,Xangongo Airport,-16.76,14.97
AO,Lunda Norte,CFF,FNCF,Cafunfo Airport,-8.78,17.99
AO,Cabinda,CAB,FNCA,Cabinda Airport,-5.6,12.19
AO,Moxico,UAL,FNUA,Luau Airport,-10.72,22.23
AO,Kuando Kubango,SPP,FNME,Menongue Airport,-14.66,17.72
AO,Uige,GXG,FNNG,Negage Airport,-7.75,15.29
AO,Zaire,SSY,FNBC,Mbanza Congo Airport,-6.27,14.25
AO,Moxico,CNZ,,Cangamba Airport,-13.71,19.86
AQ,Antarctica,TNM,SCRM,Teniente R. Marsh Airport,-62.19,-58.99
AR,Buenos Aires,EPA,SADP,El Palomar Airport,-34.61,-58.61
AR,San Luis,RLO,SAOS,Valle del Conlara Airport,-32.38,-65.19
AR,Entre Rios,COC,SAAC,Comodoro Pierrestegui Airport,-31.3,-58.0
AR,Santa Fe,ROS,SAAR,Rosario - Islas Malvinas International Airport,-32.9,-60.78
AR,Chubut,ROY,SAWM,Rio Mayo Airport,-45.7,-70.25
AR,La Pampa,RSA,SAZR,Santa Rosa Airport (Argentina),-36.59,-64.28
AR,Santa Cruz,RYO,SAWT,Rio Turbio Airport,-51.6,-72.22
AR,Santa Cruz,RZA,SAWU,Santa Cruz Airport (Argentina),-50.02,-68.58
AR,La Pampa,GPO,SAZG,General Pico Airport,-35.7,-63.76
AR,Corrientes,CNQ,SARC,Doctor Fernando Piragine Niveyro International Airport,-27.45,-58.76
AR,Misiones,ELO,SATD,Eldorado Airport,-26.4,-54.57
AR,Santiago del Estero,SDE,SANE,Vicecomodoro Angel de la Paz Aragones Airport,-27.77,-64.31
AR,Mendoza,AFA,SAMR,San Rafael Airport (Argentina),-34.59,-68.4
AR,Neuquen,HOS,SAHC,Chos Malal Airport,-37.44,-70.22
AR,Neuquen,APZ,SAHZ,Zapala Airport,-38.98,-70.11
AR,Santa Fe,SFN,SAAV,Sauce Viejo Airport,-31.71,-60.81
AR,Cordoba,COR,SACO,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport (Pajas Blancas),-31.32,-64.21
AR,Rio Negro,SGV,SAVS,Sierra Grande Airport,-41.59,-65.34
AR,Corrientes,UZU,SATU,Curuzu Cuatia Airport,-29.77,-57.98
AR,Salta,SLA,SASA,Martin Miguel de Guemes International Airport,-24.86,-65.49
AR,Rio Negro,MQD,SAVQ,Maquinchao Airport,-41.24,-68.71
AR,Rio Negro,OES,SAVN,Antoine de Saint Exupery Airport,-40.75,-65.03
AR,Neuquen,CPC,SAZY,Aviador Carlos Campos Airport,-40.08,-71.14
AR,Salta,TTG,SAST,Tartagal Airport,-22.62,-63.79
AR,Buenos Aires,CSZ,SAZC,Brigadier Hector Eduardo Ruiz Airport,-37.45,-61.89
AR,Catamarca,CTC,SANC,Coronel Felipe Varela International Airport,-28.6,-65.75
AR,Chubut,OLN,SAVM,Lago Musters Airport,-45.58,-69.0
AR,Buenos Aires,CPG,,Carmen de Patagones Airport,-40.78,-62.98
AR,Buenos Aires,SST,SAZL,Santa Teresita Airport,-36.54,-56.72
AR,Rio Negro,BRC,SAZS,San Carlos de Bariloche Airport,-41.15,-71.16
AR,Salta,ORA,SASO,Oran Air,-23.15,-64.33
AR,San Juan,UAQ,SANU,Domingo Faustino Sarmiento Airport,-31.57,-68.42
AR,Chubut,ARR,SAVR,Alto Rio Senguer Airport,-45.01,-70.81
AR,Buenos Aires,OVR,SAZF,Olavarria Airport,-36.89,-60.22
AR,Corrientes,OYA,SATG,Goya Airport,-29.11,-59.22
AR,Buenos Aires,OYO,SAZH,Tres Arroyos Airport,-38.39,-60.33
AR,San Luis,LUQ,SAOU,Brigadier Mayor Cesar Raul Ojeda Airport,-33.27,-66.36
AR,Tucuman,TUC,SANT,Teniente General Benjamin Matienzo International Airport,-26.84,-65.1
AR,Formosa,CLX,SATC,Clorinda Airport,-25.3,-57.73
AR,Chubut,EMX,SAVD,El Maiten Airport,-42.03,-71.17
AR,Buenos Aires,PEH,SAZP,Comodoro Pedro Zanni Airport,-35.84,-61.86
AR,Santa Cruz,PMQ,SAWP,Perito Moreno Airport,-46.54,-70.98
AR,Chubut,PMY,SAVY,El Tehuelche Airport,-42.76,-65.1
AR,Santa Cruz,ULA,SAWJ,Capitan Jose Daniel Vazquez Airport,-49.31,-67.8
AR,Jujuy,JUJ,SASJ,Gobernador Horacio Guzman International Airport,-24.39,-65.1
AR,Rio Negro,GNR,SAHR,Dr. Arturo Umberto Illia Airport,-39.0,-67.62
AR,Buenos Aires,VLG,SAZV,Villa Gesell Airport,-37.24,-57.03
AR,Chubut,JSM,SAWS,Jose de San Martin Airport,-44.05,-70.46
AR,Entre Rios,PRA,SAAP,General Justo Jose de Urquiza Airport,-31.79,-60.48
AR,Buenos Aires,JNI,SAAJ,Junin Airport,-34.55,-60.93
AR,Entre Rios,GHU,SAAG,Gualeguaychu Airport,-33.01,-58.61
AR,Tierra del Fuego,USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,-54.84,-68.3
AR,Chaco,PRQ,SARS,Presidencia Roque Saenz Pena Airport,-26.75,-60.49
AR,Santa Cruz,GGS,SAWR,Gobernador Gregores Airport,-48.78,-70.15
AR,Chubut,CRD,SAVC,General Enrique Mosconi International Airport,-45.79,-67.47
AR,Rio Negro,EHL,SAVB,El Bolson Airport,-41.94,-71.53
AR,Misiones,PSS,SARP,Libertador General Jose de San Martin Airport,-27.39,-55.97
AR,Buenos Aires,TDL,SAZT,Tandil Airport,-37.24,-59.23
AR,Santa Cruz,PUD,SAWD,Puerto Deseado Airport,-47.74,-65.9
AR,Santa Fe,RAF,SAFR,Rafaela Airport,-31.28,-61.5
AR,Santa Cruz,FTE,SAWA,Comandante Armando Tola International Airport,-50.28,-72.05
AR,Formosa,FMA,SARF,Formosa International Airport (El Pucu Airport),-26.21,-58.23
AR,San Luis,VME,SAOR,Villa Reynolds Airport,-33.73,-65.39
AR,La Rioja,IRJ,SANL,Capitan Vicente Almandos Almonacid Airport,-29.38,-66.8
AR,Buenos Aires,VGS,,General Villegas Airport,-35.0,-63.0
AR,Buenos Aires,LPG,SADL,La Plata Airport,-34.97,-57.89
AR,Neuquen,CUT,SAZW,Cutral Co Airport,-38.94,-69.26
AR,Santa Fe,CRR,SANW,Ceres Airport,-29.87,-61.93
AR,Rio Negro,LMD,,Los Menucos Airport,-40.82,-68.07
AR,Santa Fe,RCQ,SATR,Reconquista Airport,-29.21,-59.68
AR,Formosa,LLS,SATK,Alferez Armando Rodriguez Airport,-24.72,-60.55
AR,Cordoba,RCU,SAOC,Las Higueras Airport,-33.09,-64.26
AR,Santa Fe,NCJ,SAFS,Sunchales Airport,-30.96,-61.53
AR,Buenos Aires,MJR,,Miramar Airport,-38.23,-57.87
AR,Neuquen,RDS,SAHS,Rincon de los Sauces Airport,-37.39,-68.9
AR,Chubut,REL,SAVT,Almirante Marcos A. Zar Airport,-43.21,-65.27
AR,Cordoba,VDR,SAOD,Villa Dolores Airport,-31.95,-65.15
AR,Corrientes,MCS,SARM,Monte Caseros Airport,-30.27,-57.64
AR,Santa Cruz,LHS,SAVH,Las Heras Airport,-46.54,-68.97
AR,Mendoza,LGS,SAMM,Comodoro D. Ricardo Salomon Airport,-35.49,-69.57
AR,Buenos Aires,BHI,SAZB,Comandante Espora Airport,-38.72,-62.17
AR,Buenos Aires,MDQ,SAZM,Astor Piazzolla International Airport,-37.93,-57.57
AR,Neuquen,LCP,,Loncopue Airport,-38.08,-70.64
AR,Cordoba,LCM,SACC,La Cumbre Airport,-31.01,-64.53
AR,Chaco,RES,SARE,Resistencia International Airport,-27.45,-59.06
AR,Neuquen,NQN,SAZN,Presidente Peron International Air,-38.95,-68.16
AR,Corrientes,MDX,SATM,Mercedes Airport,-29.22,-58.09
AR,Neuquen,CVH,,Caviahue Airport,-37.85,-71.01
AR,Santa Cruz,CVI,,Caleta Olivia Airport,-46.43,-67.52
AR,Rio Negro,VDM,SAVV,Gobernador Edgardo Castello Airport,-40.87,-63.0
AR,Tierra del Fuego,RGA,SAWE,Hermes Quijada International Airport,-53.78,-67.75
AR,Santa Cruz,RGL,SAWG,Piloto Civil Norberto Fernandez International Airport,-51.61,-69.31
AR,Chubut,EQS,SAVE,Esquel Airport,-42.91,-71.14
AR,Mendoza,MDZ,SAME,Gov. Francisco Gabrielli International Airport (El Plumerillo),-32.83,-68.79
AR,Santiago del Estero,RHD,SANR,Termas de Rio Hondo Airport,-27.5,-64.94
AR,Corrientes,AOL,SARL,Paso de los Libres Airport,-29.69,-57.15
AR,Misiones,IGR,SARI,Cataratas del Iguazu International Airport,-25.74,-54.47
AR,Chaco,CNT,,Charata Airport,-27.22,-61.21
AR,Rio Negro,CCT,,Colonia Catriel Airport,-37.91,-67.83
AR,Rio Negro,VCF,,Valcheta Airport,-40.7,-66.15
AR,Rio Negro,IGB,SAVJ,Ingeniero Jacobacci Airport (Capitan FAA H. R. Borden Airport),-41.32,-69.57
AR,Buenos Aires,NEC,SAZO,Necochea Airport,-38.48,-58.82
AR,Buenos Aires,AEP,SABE,Aeroparque Internacional Jorge Newbery,-34.56,-58.42
AR,Buenos Aires,EZE,SAEZ,Ministro Pistarini International Airport,-34.82,-58.54
AS,Eastern District,PPG,NSTU,Pago Pago International Airport,-14.33,-170.71
AS,Eastern District,TAV,,Tau Airport,-14.23,-169.51
AS,Eastern District,OFU,NSAS,Ofu Airport,-14.18,-169.67
AT,Oberosterreich,LNZ,LOWL,Linz Airport (Blue Danube Airport),48.23,14.19
AT,Salzburg,SZG,LOWS,Salzburg Airport,47.79,13.0
AT,Karnten,KLU,LOWK,Klagenfurt Airport,46.64,14.34
AT,Steiermark,GRZ,LOWG,Graz Airport,46.99,15.44
AT,Tirol,INN,LOWI,Innsbruck Airport (Kranebitten Airport),47.26,11.34
AT,Niederosterreich,VIE,LOWW,Vienna International Airport,48.11,16.57
AT,Vorarlberg,HOH,LOIH,Hohenems-Dornbirn Airport,47.38,9.7
AU,Queensland,PHQ,YTMO,The Monument Airport,-21.81,139.92
AU,Western Australia,CBC,,Cherrabun Airport,-18.92,125.54
AU,Northern Territory,MSF,YMNS,Mount Swan Airport,-22.62,135.04
AU,Queensland,AAB,YARY,Arrabury Airport,-26.69,141.05
AU,Queensland,XTO,YTAM,Taroom Airport,-25.8,149.9
AU,Western Australia,MXU,YMWA,Mullewa Airport,-28.48,115.52
AU,South Australia,CED,YCDU,Ceduna Airport,-32.13,133.71
AU,Queensland,RSB,YRSB,Roseberth Airport,-25.83,139.65
AU,Queensland,HVB,YHBA,Hervey Bay Airport,-25.32,152.88
AU,Northern Territory,RRV,,Robinson River Airport (Northern Territory),-16.72,136.94
AU,South Australia,RRE,YMRE,Marree Airport,-29.66,138.06
AU,Western Australia,DCN,YCIN,RAAF Base Curtin,-17.58,123.83
AU,Northern Territory,RPV,,Roper Valley Airport,-14.92,134.05
AU,Queensland,XTG,YTGM,Thargomindah Airport,-27.99,143.81
AU,South Australia,HWK,YHAW,Wilpena Pound Airport,-31.86,138.47
AU,Queensland,MXD,YMWX,Marion Downs Airport,-23.36,139.65
AU,Northern Territory,RPM,YNGU,Ngukurr Airport,-14.72,134.75
AU,New South Wales,HXX,YHAY,Hay Airport,-34.53,144.83
AU,Queensland,DDN,YDLT,Delta Downs Airport,-16.99,141.32
AU,New South Wales,CES,YCNK,Cessnock Airport,-32.79,151.34
AU,Northern Territory,RPB,YRRB,Roper Bar Airport,-14.73,134.52
AU,Queensland,ROK,YBRK,Rockhampton Airport,-23.38,150.48
AU,Queensland,ROH,YROB,Robinhood Airport,-18.84,143.71
AU,Queensland,MWY,YMIR,Miranda Downs Airport,-17.33,141.89
AU,Queensland,LRE,YLRE,Longreach Airport,-23.43,144.28
AU,South Australia,RMK,YREN,Renmark Airport,-34.2,140.67
AU,Queensland,RMA,YROM,Roma Airport,-26.54,148.78
AU,South Australia,MWT,YMWT,Moolawatana Airport,-29.91,139.76
AU,Queensland,RLP,,Rosella Plains Airport,-18.43,144.46
AU,Queensland,ABG,YABI,Abingdon Airport,-17.62,143.17
AU,Queensland,ABH,YAPH,Alpha Airport,-23.65,146.58
AU,New South Wales,XRH,YSRI,RAAF Base Richmond,-33.6,150.78
AU,Queensland,RKY,,Rokeby Airport,-13.64,142.64
AU,South Australia,IDK,YIDK,Indulkana Airport,-26.97,133.32
AU,Western Australia,MWB,YMRW,Morawa Airport,-29.2,116.02
AU,Queensland,ABM,YNPE,Northern Peninsula Airport,-10.95,142.46
AU,Queensland,IFF,YIFY,Iffley Airport,-18.9,141.22
AU,Queensland,IFL,YIFL,Innisfail Airport,-17.56,146.01
AU,Queensland,IGH,YIGM,Ingham Airport,-18.66,146.15
AU,New South Wales,BHQ,YBHI,Broken Hill Airport,-32.0,141.47
AU,Western Australia,ZNE,YNWN,Newman Airport,-23.42,119.8
AU,New South Wales,BHS,YBTH,Bathurst Airport,-33.41,149.65
AU,Queensland,BHT,,Brighton Downs Airport,-23.36,141.56
AU,South Australia,CFH,,Clifton Hills Airport,-27.02,138.89
AU,Northern Territory,CFI,YCFD,Camfield Airport,-17.02,131.33
AU,New South Wales,ABX,YMAY,Albury Airport,-36.07,146.96
AU,Queensland,MVU,YMGV,Musgrave Airport,-14.78,143.5
AU,Western Australia,RHL,YRYH,Roy Hill Station Airport,-22.63,119.96
AU,Queensland,IKP,YIKM,Inkerman Airport,-16.27,141.44
AU,Queensland,INJ,YINJ,Injune Airport,-25.85,148.55
AU,Queensland,CFP,,Carpentaria Downs Airport,-18.72,144.32
AU,South Australia,RCN,,American River Airport,-35.76,137.78
AU,Queensland,DFP,,Drumduff Airport,-16.05,143.01
AU,New South Wales,CFS,YCFS,Coffs Harbour Airport,-30.32,153.12
AU,Queensland,RCM,YRMD,Richmond Airport,-20.7,143.12
AU,South Australia,INM,YINN,Innamincka Airport,-27.7,140.73
AU,Western Australia,RBU,YROE,Roebourne Airport,-20.76,117.16
AU,Western Australia,DGD,YDGA,Dalgaranga Airport,-27.83,117.32
AU,New South Wales,DGE,YMDG,Mudgee Airport,-32.56,149.61
AU,Victoria,RBS,YORB,Orbost Airport,-37.79,148.61
AU,Victoria,RBC,YROI,Robinvale Airport,-34.65,142.78
AU,South Australia,MVK,YMUK,Mulka Airport,-28.35,138.65
AU,New South Wales,MVH,,Macksville Airport,-30.7,152.92
AU,Queensland,IRG,YLHR,Lockhart River Airport,-12.79,143.3
AU,Queensland,XMY,YYMI,Yam Island Airport,-9.9,142.78
AU,Queensland,BIP,,Bulimba Airport,-16.88,143.48
AU,Northern Territory,RAM,YRNG,Ramingining Airport,-12.36,134.9
AU,Queensland,ISA,YBMA,Mount Isa Airport,-20.66,139.49
AU,Queensland,ISI,YISF,Isisford Airport,-24.26,144.43
AU,South Australia,XML,YMIN,Minlaton Airport,-34.75,137.53
AU,New South Wales,IVR,YIVL,Inverell Airport,-29.89,151.14
AU,Western Australia,YNN,,Yandicoogina Airport,59.49,-97.78
AU,Western Australia,BIW,,Billiluna Airport,-19.57,127.67
AU,Victoria,XMC,YMCO,Mallacoota Airport,-37.6,149.72
AU,Northern Territory,IVW,YINW,Inverway Airport,-17.84,129.64
AU,Tasmania,LST,YMLT,Launceston Airport,-41.55,147.21
AU,South Australia,PXH,YPMH,Prominent Hill Airport,-29.72,135.52
AU,Queensland,DHD,YDRH,Durham Downs Airport,-27.08,141.9
AU,South Australia,ADL,YPAD,Adelaide Airport,-34.94,138.53
AU,Northern Territory,JAB,YJAB,Jabiru Airport,-12.66,132.89
AU,Western Australia,JAD,YPJT,Jandakot Airport,-32.1,115.88
AU,South Australia,ADO,YAMK,Andamooka Airport,-30.44,137.14
AU,New South Wales,LSY,YLIS,Lismore Airport,-28.83,153.26
AU,Western Australia,CGV,YCAG,Caiguna Airport,-32.26,125.49
AU,Queensland,JCK,YJLC,Julia Creek Airport,-20.67,141.72
AU,Tasmania,LTB,,Latrobe Airport,-41.24,146.4
AU,Western Australia,MUQ,YMUC,Muccan Station Airport,-20.66,120.07
AU,Queensland,ZGL,YSGW,South Galway Airport,-25.68,142.11
AU,Northern Territory,MUP,YMUP,Mulga Park Airport,-25.86,131.65
AU,South Australia,PUG,YPAG,Port Augusta Airport,-32.51,137.72
AU,Victoria,PTJ,YPOD,Portland Airport,-38.32,141.47
AU,Western Australia,PRD,YPDO,Pardoo Airport,-20.12,119.59
AU,New South Wales,PQQ,YPMQ,Port Macquarie Airport,-31.44,152.86
AU,Queensland,PPP,YBPN,Whitsunday Coast Airport,-20.5,148.55
AU,South Australia,PPI,YPIR,Port Pirie Airport,-33.24,138.0
AU,Queensland,JUN,YJDA,Jundah Airport,-24.84,143.06
AU,Western Australia,JUR,YJNB,Jurien Bay Airport,-30.3,115.06
AU,Western Australia,KAX,YKBR,Kalbarri Airport,-27.69,114.26
AU,Northern Territory,KBB,,Kirkimbie Airport,-17.78,129.21
AU,Western Australia,KBD,,Kimberley Downs Airport,-17.4,124.36
AU,Queensland,LTP,YLHS,Lyndhurst Airport,-19.2,144.37
AU,Northern Territory,KBJ,YKCA,Kings Canyon Airport,-24.26,131.49
AU,Queensland,PMK,YPAM,Palm Island Airport,-18.76,146.58
AU,South Australia,KBY,YKBY,Streaky Bay Airport,-32.84,134.29
AU,Queensland,KCE,YCSV,Collinsville Airport,-20.6,147.86
AU,South Australia,PLO,YPLC,Port Lincoln Airport,-34.61,135.88
AU,Northern Territory,KCS,YKCS,Kings Creek Station Airport,-24.42,131.84
AU,Northern Territory,PKT,YKPT,Port Keats Airfield,-14.25,129.53
AU,Queensland,LTV,YLOV,Lotus Vale Station Airport,-17.05,141.38
AU,Western Australia,KDB,YKBL,Kambalda Airport,-31.19,121.6
AU,Queensland,KDS,,Kamaran Downs Airport,-24.34,139.28
AU,New South Wales,PKE,YPKS,Parkes Airport,-33.13,148.24
AU,Western Australia,PHE,YPPD,Port Hedland International Airport,-20.38,118.63
AU,Queensland,MFL,,Mount Full Stop Airport,-19.67,144.88
AU,Queensland,ZBO,YBWN,Bowen Airport,-20.02,148.22
AU,Western Australia,KFE,YFDF,Fortescue Dave Forrest Airport,-22.29,119.44
AU,Queensland,MTQ,YMIT,Mitchell Airport,-26.48,147.94
AU,New South Wales,MTL,YMND,Maitland Airport,-32.7,151.49
AU,Queensland,ZBL,,Biloela Airport,-24.4,150.51
AU,Northern Territory,KFG,YKKG,Kalkgurung Airport,-17.43,130.81
AU,South Australia,KGC,YKSC,Kingscote Airport,-35.71,137.52
AU,Queensland,BKP,YBAW,Barkly Downs Airport,-20.5,138.48
AU,Queensland,BKQ,YBCK,Blackall Airport,-24.43,145.43
AU,Western Australia,KGI,YPKG,Kalgoorlie-Boulder Airport,-30.79,121.46
AU,Western Australia,CIE,YCOI,Collie Airport,-33.37,116.22
AU,South Australia,PEY,,Penong Airport,-31.92,133.0
AU,Queensland,DKI,YDKI,Dunk Island Airport,-17.94,146.14
AU,Northern Territory,KGR,,Kulgera Airport,-25.84,133.29
AU,Western Australia,PER,YPPH,Perth Airport,-31.94,115.97
AU,Northern Territory,PEP,,Peppimenarti Airport,-14.14,130.09
AU,Northern Territory,DKV,YDVR,Docker River Airport,-24.86,129.07
AU,Queensland,KGY,YKRY,Kingaroy Airport,-26.58,151.84
AU,South Australia,PEA,YPSH,Penneshaw Airport,-35.76,137.96
AU,South Australia,PDN,,Parndana Airport,-35.81,137.26
AU,South Australia,PDE,YPDI,Pandie Pandie Airport,-26.12,139.4
AU,Northern Territory,MTD,YMSF,Mount Sandford Station Airport,-16.98,130.56
AU,Western Australia,PBO,YPBO,Paraburdoo Airport,-23.17,117.74
AU,Queensland,AGW,,Agnew Airport,-12.15,142.15
AU,Queensland,KKP,YKLB,Koolburra Airport,-15.32,143.96
AU,Victoria,OYN,YOUY,Ouyen Airport,-35.09,142.35
AU,Queensland,LUT,YLRS,New Laura Airport,-15.18,144.37
AU,Queensland,LUU,YLRA,Laura Airport,-15.55,144.45
AU,South Australia,DLK,YDLK,Dulkaninna Airport,-29.01,138.48
AU,Victoria,XCO,YOLA,Colac Airport,-38.29,143.68
AU,Queensland,OXY,YMNY,Morney Airport,-25.36,141.43
AU,Queensland,OXO,,Orientos Airport,-28.06,141.54
AU,Western Australia,MGV,YMGR,Margaret River Station Airport,-18.62,126.88
AU,Victoria,BLN,YBLA,Benalla Airport,-36.55,146.01
AU,Queensland,KML,YKML,Kamileroi Airport,-19.38,140.06
AU,Northern Territory,DLV,YDLV,Delissaville Airport,-12.55,130.68
AU,Queensland,OSO,YOSB,Osborne Mine Airport,-22.08,140.56
AU,Western Australia,KNI,YKNG,Katanning Airport,-33.72,117.63
AU,Queensland,BLS,YBLL,Bollon Airport,-28.06,147.48
AU,Queensland,BLT,YBTR,Blackwater Airport,-23.6,148.81
AU,Western Australia,CJF,YCWA,Coondewanna Airport,-22.97,118.81
AU,Tasmania,KNS,YKII,King Island Airport,-39.88,143.88
AU,Western Australia,KNX,YPKU,East Kimberley Regional Airport,-15.78,128.71
AU,Queensland,DMD,YDMG,Doomadgee Airport,-17.94,138.82
AU,Queensland,ORS,,Orpheus Island Resort Waterport,-18.63,146.5
AU,South Australia,ORR,YYOR,Yorketown Airport,-35.0,137.62
AU,Western Australia,LVO,YLTN,Laverton Airport,-28.61,122.42
AU,Western Australia,YLG,YYAL,Yalgoo Airport,-28.36,116.68
